,Event,dist(km),OC,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
F50kmWalk,50kmWalk,0,14706,0.722,0.7549,0.7856,0.8141,0.8404,0.8645,0.8864,0.9061,0.9236,0.9389,0.952,0.964,0.976,0.988,1,1,1,1,1,1,1,1,1,1,1,1,0.9996,0.9985,0.9966,0.994,0.9906,0.9865,0.9816,0.976,0.9696,0.9563,0.9475,0.9386,0.9295,0.9203,0.9111,0.9016,0.8921,0.8824,0.8726,0.8627,0.8527,0.8425,0.8322,0.8218,0.8113,0.8006,0.7898,0.7789,0.7679,0.7567,0.7454,0.734,0.7225,0.7108,0.6991,0.6871,0.6751,0.663,0.6507,0.6383,0.6258,0.6131,0.6004,0.5875,0.5745,0.5613,0.548,0.5347,0.5211,0.5075,0.4937,0.4799,0.4658,0.4517,0.4375,0.4231,0.4086,0.3939,0.3792,0.3643,0.3493,0.3342,0.3189,0.3035,0.2881,0.2724,0.2567,0.2408,0.2248,0.2087
FHighJump,HighJump,0,2.09,0,0,0,1.5713,1.4616,1.3749,1.3062,1.2441,1.1943,1.1484,1.1176,1.0885,1.0609,1.0398,1.0245,1,1,1,1,1,1,1,1,1,1,1,1.0097,1.0146,1.0245,1.0347,1.0408,1.0503,1.0663,1.0773,1.0885,1.1008,1.1117,1.1297,1.1421,1.1547,1.1681,1.1808,1.1943,1.2151,1.2294,1.2442,1.259,1.2744,1.2981,1.3145,1.331,1.3484,1.366,1.3933,1.4122,1.4307,1.4514,1.4718,1.4929,1.5255,1.5466,1.5714,1.5954,1.6202,1.6587,1.6829,1.7131,1.7417,1.7712,1.8174,1.8456,1.8829,1.9174,1.9533,2.0096,2.0431,2.09,2.1327,2.1771,2.2234,2.2879,2.3483,2.4302,2.5181,2.5802,2.6795,2.7867,2.9028,2.9857,3.1194,3.2656,3.4262,3.6034,3.7321,3.9434,4.18
FPoleVault,PoleVault,0,5.15,0,0,0,0,0,0,0,0,0,1.5015,1.3446,1.2262,1.1419,1.0752,1.0279,1,1,1,1,1,1,1,1,1,1,1.0218,1.0362,1.051,1.0663,1.0819,1.0981,1.1147,1.1319,1.1496,1.1678,1.1866,1.2061,1.2262,1.247,1.2685,1.2907,1.3138,1.3377,1.3624,1.3881,1.4148,1.4426,1.4714,1.5015,1.5282,1.5606,1.5944,1.6297,1.6667,1.7053,1.7458,1.7882,1.8327,1.8796,1.9288,1.9808,2.0356,2.0935,2.1548,2.2198,2.2889,2.3624,2.4408,2.5245,2.6142,2.7105,2.8142,2.9261,3.0473,3.179,3.3226,3.4797,3.6525,3.8433,4.0551,4.2917,4.5575,4.8585,5.202,5.5978,6.0588,0,0,0,0,0,0,0,0,0,0
FLongJump,LongJump,0,7.52,0,0,0,1.7864,1.642,1.5253,1.4296,1.3477,1.2789,1.2188,1.1677,1.1241,1.0867,1.0532,1.0245,1.008,1,1,1,1,1,1,1,1,1,1,1.008,1.0148,1.0231,1.0301,1.0387,1.0503,1.0636,1.0758,1.0883,1.1023,1.1157,1.1308,1.1446,1.1587,1.1742,1.1899,1.2051,1.2228,1.2389,1.2561,1.2746,1.2921,1.3101,1.331,1.3502,1.3698,1.3926,1.4135,1.4351,1.4596,1.4832,1.507,1.5347,1.5602,1.5883,1.6172,1.6455,1.6786,1.7091,1.742,1.7778,1.812,1.8477,1.8894,1.9285,1.9789,2.0324,2.0889,2.1486,2.2118,2.2788,2.35,2.4258,2.5067,2.5931,2.705,2.8271,2.9606,3.1074,3.2696,3.4495,3.6505,3.8763,4.1319,4.4235,4.8205,5.2958,5.875,6.5965,7.52
FTripleJump,TripleJump,0,15.5,0,0,0,0,0,0,0,0,0,1.2768,1.2072,1.1499,1.1009,1.0602,1.0258,1,1,1,1,1,1,1,1,1,1,1.0137,1.0251,1.0361,1.048,1.0595,1.0719,1.0839,1.097,1.1095,1.1232,1.1364,1.1507,1.1645,1.1796,1.1941,1.21,1.2253,1.242,1.2581,1.2757,1.2927,1.3113,1.3293,1.349,1.368,1.3889,1.4091,1.4312,1.4527,1.4762,1.499,1.5241,1.5485,1.5752,1.6012,1.6299,1.6595,1.6885,1.7203,1.7514,1.7857,1.8192,1.8563,1.8926,1.9327,1.972,2.0156,2.0584,2.106,2.1528,2.2048,2.2694,2.3414,2.4181,2.496,2.5833,2.6957,2.8182,2.9524,3.1,3.2632,3.4444,3.6471,3.875,4.1333,4.4286,4.8287,5.3082,5.8935,6.6239,7.561
FHammer,Hammer,0,77,0,0,0,0,0,0,0,0,0,1.3167,1.2222,1.1493,1.0845,1.0405,1.0132,1,1,1,1,1,1,1,1,1,1,1.0125,1.0355,1.0594,1.0847,1.111,1.1387,1.1677,1.1984,1.2306,1.2648,1.3007,1.3389,1.3792,1.4222,1.4678,1.5166,1.5685,1.6245,1.6842,1.7488,1.2506,1.2736,1.2974,1.3221,1.3478,1.3745,1.4023,1.4312,1.4614,1.4928,1.5256,1.56,1.5959,1.6334,1.6728,1.7141,1.7576,1.8033,1.8514,1.9022,1.9557,2.0125,2.0727,2.1365,2.2044,2.2766,2.354,2.4367,2.5254,2.6208,2.7235,2.8351,2.9559,3.0874,3.2312,3.3886,3.5632,3.7561,3.9711,4.2123,4.4837,4.7945,5.1505,5.5636,6.0487,6.6247,7.3264,8.1915,9.2883,10.7242,12.6783
FShotput,Shotput,0,22.63,0,0,0,0,0,0,0,0,0,1.4781,1.3535,1.2524,1.1701,1.1018,1.0448,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0157,1.0352,1.056,1.0776,1.0996,1.1231,1.147,1.1722,1.1986,1.2259,1.2551,1.2858,1.3173,1.351,1.3858,1.4233,1.4619,1.3876,1.4117,1.4377,1.4638,1.4908,1.5191,1.5489,1.5792,1.6107,1.6434,1.6782,1.7144,1.7515,1.7903,1.8309,1.8744,1.9194,1.9661,2.0151,2.0686,2.1227,2.1802,2.2406,2.3068,2.3746,2.4468,2.5229,2.6071,2.694,2.7869,2.8876,2.9974,3.1128,3.2375,3.3726,3.5222,3.6857,3.8618,4.0556,4.2698,4.5143,4.7844,5.0854,5.4269,5.8325,6.2845,6.8163,7.4441,8.2291,9.1619,10.3385
FDiscus,Discus,0,76.8,0,0,0,0,0,0,0,0,0,1.3692,1.2262,1.1344,1.0732,1.0323,1.0046,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0004,1.0144,1.0288,1.0436,1.0589,1.0744,1.0904,1.1071,1.1241,1.1418,1.1601,1.1788,1.1983,1.2185,1.2391,1.2607,1.283,1.3059,1.3299,1.3545,1.3803,1.4071,1.4348,1.4637,1.4936,1.525,1.5578,1.5918,1.6275,1.6649,1.7036,1.7447,1.7874,1.8325,1.8796,1.9296,1.9824,2.0379,2.0966,2.1591,2.2248,2.2953,2.37,2.4498,2.5355,2.6265,2.7253,2.4063,2.5041,2.6096,2.7244,2.8508,2.9886,3.1411,3.3089,3.4957,3.7048,3.9416,4.2105,4.5176,4.8731,5.2929,5.7868,6.384,7.1177,8.0503,9.253,10.88
FJavelin,Javelin,0,73,0,0,0,0,0,0,0,0,0,1.7048,1.5253,1.3942,1.2955,1.2197,1.1611,1.0896,1.0429,1.0139,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9989,1.0213,1.0445,1.069,1.0946,1.1215,1.1496,1.1793,1.2106,1.2435,1.2782,1.3151,1.3541,1.3953,1.3645,1.3971,1.4314,1.4673,1.5052,1.545,1.587,1.6313,1.6782,1.7278,1.746,1.7844,1.8241,1.8661,1.91,1.9559,2.0038,2.0546,2.108,2.1642,2.2231,2.2855,2.3518,2.4212,2.4957,2.5749,2.6594,2.7485,2.8449,2.9483,3.059,3.1781,3.3077,3.4483,3.6014,3.7672,3.9502,4.1524,4.3739,4.6232,4.9021,5.218,5.5725,5.9836,6.4602,7.0157,7.6761,8.4785,9.4682,10.7038,12.3333
FWeight,Weight,0,23.6,0,0,0,0,0,0,0,0,0,1.3229,1.2103,1.1238,1.0727,1.0306,1.0021,1,1.0137,1.0288,1.0442,1.0602,1.0766,1.0936,1.1111,1.1292,1.1507,1.1699,1.1895,1.2096,1.2311,1.2527,1.2752,1.2988,1.3229,1.3478,1.3745,1.4014,1.4294,1.4595,1.4899,1.5216,1.5554,1.5903,1.6265,1.6655,1.7052,1.2414,1.2634,1.2861,1.3097,1.3348,1.3601,1.3866,1.4149,1.4434,1.4732,1.2741,1.3024,1.3326,1.3634,1.3964,1.4307,1.4667,1.5051,1.5445,1.5871,1.6312,1.6785,1.7277,1.7811,1.838,1.8972,1.9618,2.0292,2.1034,2.1811,2.2667,2.3576,2.4583,2.5652,2.6849,2.8149,2.9574,3.1176,3.2915,3.4911,3.7131,3.9664,4.2599,4.5914,4.9894,5.4529,6.0204,6.7045,7.5884,8.7085,10.2609
