,Event,dist(km),OC,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
M50m,50m,0.05,5.54,0.5197,0.6346,0.7066,0.7579,0.796,0.8269,0.8523,0.8738,0.8921,0.9067,0.9218,0.9327,0.9438,0.9552,0.9635,0.9719,0.9805,0.9875,0.9964,1,1,1,1,1,1,1,1,1,1,0.9982,0.9893,0.9823,0.9736,0.9668,0.9585,0.9519,0.9454,0.9374,0.9311,0.9233,0.9172,0.9097,0.9038,0.8979,0.8907,0.885,0.878,0.8724,0.867,0.8602,0.8549,0.8484,0.8432,0.8381,0.8318,0.8256,0.8207,0.8159,0.8099,0.8052,0.7994,0.7948,0.7903,0.7847,0.7803,0.7748,0.7694,0.7641,0.7589,0.7527,0.7476,0.7397,0.7328,0.7251,0.7176,0.7103,0.7013,0.6925,0.6831,0.6748,0.6659,0.6464,0.6274,0.6088,0.5894,0.5705,0.5405,0.5106,0.4805,0.4504,0.4203,0.3847,0.3489,0.3132,0.2774,0.2417
M55m,55m,0.055,5.97,0.5255,0.6399,0.7124,0.7634,0.8024,0.8338,0.859,0.8805,0.8991,0.9142,0.9285,0.9402,0.9522,0.9614,0.9707,0.9787,0.9868,0.9933,1,1,1,1,1,1,1,1,1,1,1,0.9983,0.99,0.9819,0.9739,0.966,0.9598,0.9522,0.9446,0.9372,0.9314,0.9241,0.9171,0.9101,0.9045,0.8977,0.891,0.8844,0.8792,0.8728,0.8665,0.8602,0.8541,0.8492,0.8432,0.8373,0.8315,0.8257,0.8212,0.8156,0.81,0.8046,0.8003,0.7949,0.7897,0.7845,0.7804,0.7753,0.7693,0.7644,0.7586,0.7528,0.7472,0.7398,0.7325,0.7254,0.7175,0.7099,0.7007,0.6926,0.6831,0.6746,0.6656,0.6468,0.6278,0.6086,0.5893,0.5707,0.5403,0.5107,0.4803,0.4506,0.4204,0.3847,0.3489,0.3132,0.2774,0.2417
M60m,60m,0.06,6.39,0.5294,0.6442,0.7164,0.768,0.8068,0.8386,0.8635,0.885,0.9038,0.9194,0.9328,0.9453,0.9552,0.9653,0.9741,0.9816,0.9892,0.9953,1,1,1,1,1,1,1,1,1,1,1,0.9976,0.9893,0.9818,0.9743,0.9667,0.9592,0.9517,0.9447,0.9378,0.9308,0.9239,0.9169,0.9104,0.904,0.8975,0.8911,0.8846,0.8786,0.8725,0.8665,0.8604,0.8544,0.8488,0.8431,0.8375,0.8318,0.8262,0.8209,0.8156,0.8104,0.8051,0.7998,0.7949,0.7899,0.785,0.78,0.7751,0.7696,0.764,0.7585,0.7529,0.7474,0.7399,0.7324,0.725,0.7175,0.71,0.7011,0.6922,0.6834,0.6745,0.6656,0.6466,0.6276,0.6085,0.5895,0.5705,0.5405,0.5105,0.4804,0.4504,0.4204,0.3847,0.3489,0.3132,0.2774,0.2417
M100m,100m,0.1,9.79,0.5344,0.6441,0.7156,0.7678,0.8078,0.8403,0.8671,0.89,0.909,0.9253,0.9395,0.9523,0.9636,0.9732,0.9819,0.9899,0.9959,1,1,1,1,1,1,1,1,1,1,1,1,0.9968,0.9893,0.9823,0.9754,0.9684,0.9615,0.9545,0.948,0.9415,0.935,0.9285,0.922,0.9159,0.9099,0.9038,0.8978,0.8917,0.886,0.8803,0.8747,0.869,0.8633,0.858,0.8527,0.8473,0.842,0.8367,0.8317,0.8267,0.8217,0.8167,0.8117,0.807,0.8023,0.7975,0.7928,0.7881,0.7788,0.7695,0.7603,0.751,0.7417,0.7312,0.7208,0.7103,0.6999,0.6894,0.6778,0.6663,0.6547,0.6432,0.6316,0.6205,0.6093,0.5982,0.587,0.5759,0.5592,0.5425,0.5259,0.5092,0.4925,0.4423,0.3922,0.342,0.2919,0.2417
M200m,200m,0.2,19.32,0.5169,0.6129,0.6812,0.734,0.7765,0.8121,0.8426,0.8687,0.892,0.9126,0.9311,0.9475,0.9626,0.9763,0.9892,1,1,1,1,1,1,1,1,1,1,1,0.9959,0.9879,0.98,0.972,0.9641,0.9568,0.9494,0.9421,0.9347,0.9274,0.9206,0.9138,0.9071,0.9003,0.8935,0.8872,0.8809,0.8745,0.8682,0.8619,0.856,0.8501,0.8443,0.8384,0.8325,0.827,0.8215,0.816,0.8105,0.805,0.7999,0.7947,0.7896,0.7844,0.7793,0.7732,0.7671,0.761,0.7549,0.7488,0.7375,0.7263,0.715,0.7038,0.6925,0.6811,0.6697,0.6583,0.6469,0.6355,0.622,0.6086,0.5951,0.5817,0.5682,0.5488,0.5294,0.51,0.4906,0.4712,0.4527,0.4342,0.4158,0.3973,0.3788,0.3514,0.324,0.2965,0.2691,0.2417
M300m,300m,0.3,30,0.525,0.6137,0.6795,0.7315,0.7746,0.8108,0.842,0.8691,0.8931,0.9141,0.9328,0.9494,0.964,0.9772,0.9891,0.9993,1,1,1,1,1,1,1,1,1,1,0.9983,0.9904,0.9826,0.975,0.9671,0.96,0.9527,0.9455,0.9384,0.9311,0.9245,0.918,0.9113,0.9047,0.8979,0.8918,0.8855,0.8792,0.8731,0.8668,0.8611,0.8552,0.8496,0.8436,0.838,0.8324,0.8271,0.8217,0.8161,0.8108,0.8058,0.8006,0.7955,0.7905,0.7855,0.7766,0.7675,0.7583,0.7494,0.7404,0.728,0.7156,0.7032,0.6908,0.6784,0.6671,0.6557,0.6445,0.6332,0.6219,0.607,0.5921,0.5771,0.5623,0.5474,0.5287,0.5099,0.4912,0.4725,0.4537,0.4327,0.4117,0.3907,0.3697,0.3487,0.3273,0.3059,0.2845,0.2631,0.2417
M400m,400m,0.4,43.18,0.5331,0.6146,0.6777,0.7291,0.7725,0.8095,0.8416,0.8695,0.894,0.9156,0.9344,0.9511,0.9656,0.9783,0.989,0.9984,1,1,1,1,1,1,1,1,1,1,1,0.9929,0.9854,0.9778,0.9702,0.9632,0.9561,0.9491,0.942,0.935,0.9285,0.9219,0.9154,0.9088,0.9023,0.8962,0.8901,0.884,0.8779,0.8718,0.8661,0.8604,0.8547,0.849,0.8433,0.838,0.8326,0.8273,0.8219,0.8166,0.8116,0.8066,0.8016,0.7966,0.7916,0.7797,0.7677,0.7558,0.7438,0.7319,0.7184,0.7049,0.6913,0.6778,0.6643,0.6531,0.6419,0.6306,0.6194,0.6082,0.5919,0.5756,0.5592,0.5429,0.5266,0.5085,0.4904,0.4724,0.4543,0.4362,0.4127,0.3891,0.3656,0.342,0.3185,0.3031,0.2878,0.2724,0.2571,0.2417
M500m,500m,0.5,57.66,0.5387,0.6159,0.6769,0.7272,0.7701,0.807,0.8392,0.8673,0.8922,0.9139,0.933,0.9498,0.9644,0.977,0.9877,0.9969,0.9998,1,1,1,1,1,1,1,1,1,1,1,0.9935,0.9851,0.977,0.9694,0.9616,0.9542,0.9465,0.9389,0.932,0.9248,0.9179,0.9108,0.9038,0.8972,0.8906,0.8842,0.8778,0.8713,0.8651,0.8591,0.853,0.8469,0.8409,0.8353,0.8296,0.8239,0.8183,0.8127,0.8074,0.8021,0.7968,0.7916,0.7863,0.7754,0.7644,0.7534,0.7424,0.7314,0.7186,0.7057,0.6928,0.6799,0.6671,0.6559,0.6448,0.6335,0.6224,0.6112,0.5949,0.5785,0.5621,0.5458,0.5294,0.5104,0.4913,0.4724,0.4533,0.4343,0.4111,0.3879,0.3648,0.3416,0.3185,0.3031,0.2878,0.2724,0.2571,0.2417
M600m,600m,0.6,72.15,0.5443,0.6173,0.676,0.7253,0.7677,0.8045,0.8368,0.8652,0.8902,0.9123,0.9314,0.9485,0.9632,0.9758,0.9865,0.9954,0.9999,1,1,1,1,1,1,1,1,1,1,1,1,0.9926,0.9836,0.9755,0.9673,0.9591,0.9508,0.9428,0.9353,0.9277,0.9203,0.9127,0.9052,0.8983,0.8914,0.8844,0.8775,0.8706,0.8642,0.8577,0.8513,0.8449,0.8385,0.8325,0.8266,0.8206,0.8147,0.8087,0.8032,0.7977,0.7921,0.7866,0.7811,0.7711,0.761,0.751,0.741,0.731,0.7188,0.7066,0.6943,0.6821,0.6699,0.6588,0.6477,0.6365,0.6254,0.6143,0.5979,0.5815,0.565,0.5486,0.5322,0.5122,0.4922,0.4723,0.4523,0.4323,0.4096,0.3868,0.364,0.3412,0.3185,0.3031,0.2878,0.2724,0.2571,0.2417
M800m,800m,0.8,101.11,0.5555,0.6199,0.6743,0.7214,0.7628,0.7995,0.832,0.8608,0.8864,0.9089,0.9286,0.9458,0.9607,0.9732,0.9838,0.9925,0.9996,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9971,0.9878,0.9785,0.9691,0.9598,0.9505,0.942,0.9335,0.9251,0.9166,0.9081,0.9003,0.8926,0.8848,0.8771,0.8693,0.8622,0.855,0.8479,0.8407,0.8336,0.827,0.8205,0.8139,0.8074,0.8008,0.7947,0.7887,0.7826,0.7766,0.7705,0.7624,0.7543,0.7462,0.7381,0.73,0.7191,0.7082,0.6972,0.6863,0.6754,0.6644,0.6534,0.6423,0.6313,0.6203,0.6038,0.5873,0.5708,0.5543,0.5378,0.5159,0.494,0.4722,0.4503,0.4284,0.4064,0.3844,0.3624,0.3404,0.3184,0.3031,0.2877,0.2724,0.257,0.2417
M1000m,1000m,1,130.5,0.5623,0.6216,0.6733,0.719,0.7598,0.7964,0.8293,0.8586,0.8847,0.9079,0.9282,0.9459,0.961,0.9739,0.9846,0.9934,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9925,0.983,0.9735,0.964,0.9545,0.945,0.9364,0.9278,0.9191,0.9105,0.9019,0.894,0.8861,0.8783,0.8704,0.8625,0.8553,0.8481,0.8408,0.8336,0.8264,0.8198,0.8131,0.8065,0.7998,0.7932,0.7871,0.781,0.7748,0.7687,0.7626,0.7554,0.7483,0.7411,0.734,0.7268,0.7159,0.705,0.6941,0.6832,0.6723,0.6622,0.6521,0.642,0.6319,0.6218,0.606,0.5901,0.5743,0.5584,0.5426,0.521,0.4993,0.4777,0.456,0.4344,0.4112,0.3879,0.3647,0.3414,0.3182,0.3029,0.2876,0.2723,0.257,0.2417
M1500m,1500m,1.5,205.8,0.6526,0.6899,0.725,0.7579,0.7886,0.8171,0.8434,0.8675,0.8894,0.9091,0.9266,0.9419,0.955,0.967,0.979,0.9893,0.9961,0.9996,1,1,1,1,1,0.9999,0.9991,0.9975,0.9952,0.9922,0.9885,0.984,0.9788,0.9729,0.9662,0.9592,0.9521,0.9451,0.938,0.931,0.924,0.9169,0.9099,0.9028,0.8958,0.8888,0.8817,0.8747,0.8676,0.8606,0.8536,0.8465,0.8395,0.8324,0.8254,0.8184,0.8113,0.8043,0.7972,0.7902,0.7832,0.7761,0.7691,0.762,0.755,0.7479,0.7402,0.7319,0.723,0.7134,0.7031,0.6923,0.6808,0.6687,0.6559,0.6425,0.6285,0.6138,0.5985,0.5825,0.566,0.5488,0.5309,0.5124,0.4933,0.4735,0.4531,0.4321,0.4104,0.3881,0.3652,0.3416,0.3174,0.2926,0.2671,0.2409,0.2142,0.1868
Mmile,1Mile,1.609,222.6,0.6526,0.6899,0.725,0.7579,0.7886,0.8171,0.8434,0.8675,0.8894,0.9091,0.9266,0.9419,0.955,0.967,0.979,0.9893,0.9962,0.9996,1,1,1,1,1,0.9999,0.9991,0.9975,0.9952,0.9922,0.9885,0.984,0.9788,0.9729,0.9662,0.9592,0.9521,0.9451,0.938,0.931,0.924,0.9169,0.9099,0.9028,0.8958,0.8888,0.8817,0.8747,0.8676,0.8606,0.8536,0.8465,0.8395,0.8324,0.8254,0.8184,0.8113,0.8043,0.7972,0.7902,0.7832,0.7761,0.7691,0.762,0.755,0.7479,0.7402,0.7319,0.723,0.7134,0.7031,0.6923,0.6808,0.6687,0.6559,0.6425,0.6285,0.6138,0.5985,0.5825,0.566,0.5488,0.5309,0.5124,0.4933,0.4735,0.4531,0.4321,0.4104,0.3881,0.3652,0.3416,0.3174,0.2926,0.2671,0.2409,0.2142,0.1868
M2km,2km,2,283.2,0.6526,0.6899,0.725,0.7579,0.7886,0.8171,0.8434,0.8675,0.8894,0.9091,0.9266,0.9419,0.955,0.967,0.979,0.9893,0.9961,0.9996,1,1,1,1,1,0.9999,0.999,0.9975,0.9952,0.9922,0.9885,0.984,0.9788,0.9729,0.9662,0.9592,0.9521,0.9451,0.938,0.931,0.924,0.9169,0.9099,0.9028,0.8958,0.8888,0.8817,0.8747,0.8676,0.8606,0.8536,0.8465,0.8395,0.8324,0.8254,0.8184,0.8113,0.8043,0.7972,0.7902,0.7832,0.7761,0.7691,0.762,0.755,0.7479,0.7402,0.7319,0.723,0.7134,0.7031,0.6923,0.6808,0.6687,0.6559,0.6425,0.6285,0.6138,0.5985,0.5825,0.566,0.5488,0.5309,0.5124,0.4933,0.4735,0.4531,0.4321,0.4104,0.3881,0.3652,0.3416,0.3174,0.2926,0.2671,0.2409,0.2142,0.1868
M3km,3km,3,440,0.6526,0.6899,0.725,0.7579,0.7886,0.8171,0.8434,0.8675,0.8894,0.9091,0.9266,0.9419,0.955,0.967,0.979,0.9893,0.9962,0.9996,1,1,1,1,1,0.9999,0.9991,0.9975,0.9952,0.9922,0.9885,0.984,0.9788,0.9729,0.9662,0.9592,0.9521,0.9451,0.938,0.931,0.924,0.9169,0.9099,0.9028,0.8958,0.8888,0.8817,0.8747,0.8676,0.8606,0.8536,0.8465,0.8395,0.8324,0.8254,0.8184,0.8113,0.8043,0.7972,0.7902,0.7832,0.7761,0.7691,0.762,0.755,0.7479,0.7402,0.7319,0.723,0.7134,0.7031,0.6923,0.6808,0.6687,0.6559,0.6425,0.6285,0.6138,0.5985,0.5825,0.566,0.5488,0.5309,0.5124,0.4933,0.4735,0.4531,0.4321,0.4104,0.3881,0.3652,0.3416,0.3174,0.2926,0.2671,0.2409,0.2142,0.1868
M2Mile,2Mile,3.218,474.6,0.6526,0.6899,0.725,0.7579,0.7886,0.8171,0.8434,0.8675,0.8894,0.9091,0.9266,0.9419,0.955,0.967,0.979,0.9893,0.9961,0.9996,1,1,1,1,1,0.9999,0.9991,0.9975,0.9952,0.9922,0.9885,0.984,0.9788,0.9729,0.9662,0.9592,0.9521,0.9451,0.938,0.931,0.924,0.9169,0.9099,0.9028,0.8958,0.8888,0.8817,0.8747,0.8676,0.8606,0.8536,0.8465,0.8395,0.8324,0.8254,0.8184,0.8113,0.8043,0.7972,0.7902,0.7832,0.7761,0.7691,0.762,0.755,0.7479,0.7402,0.7319,0.723,0.7134,0.7031,0.6923,0.6808,0.6687,0.6559,0.6425,0.6285,0.6138,0.5985,0.5825,0.566,0.5488,0.5309,0.5124,0.4933,0.4735,0.4531,0.4321,0.4104,0.3881,0.3652,0.3416,0.3174,0.2926,0.2671,0.2409,0.2142,0.1868
M4km,4km,4,598,0.6526,0.6899,0.725,0.7579,0.7886,0.8171,0.8434,0.8675,0.8894,0.9091,0.9266,0.9419,0.955,0.967,0.979,0.9893,0.9961,0.9996,1,1,1,1,1,0.9999,0.9991,0.9975,0.9952,0.9922,0.9885,0.984,0.9788,0.9729,0.9662,0.9592,0.9521,0.9451,0.938,0.931,0.924,0.9169,0.9099,0.9028,0.8958,0.8888,0.8817,0.8747,0.8676,0.8606,0.8536,0.8465,0.8395,0.8324,0.8254,0.8184,0.8113,0.8043,0.7972,0.7902,0.7832,0.7761,0.7691,0.762,0.755,0.7479,0.7402,0.7319,0.723,0.7134,0.7031,0.6923,0.6808,0.6687,0.6559,0.6425,0.6285,0.6138,0.5985,0.5825,0.566,0.5488,0.5309,0.5124,0.4933,0.4735,0.4531,0.4321,0.4104,0.3881,0.3652,0.3416,0.3174,0.2926,0.2671,0.2409,0.2142,0.1868
M3Mile,3Mile,4.827,730,0.6526,0.6899,0.725,0.7579,0.7886,0.8171,0.8434,0.8675,0.8894,0.9091,0.9266,0.9419,0.955,0.967,0.979,0.9893,0.9961,0.9996,1,1,1,1,1,0.9999,0.9991,0.9975,0.9952,0.9922,0.9885,0.984,0.9788,0.9729,0.9662,0.9592,0.9521,0.9451,0.938,0.931,0.924,0.9169,0.9099,0.9028,0.8958,0.8888,0.8817,0.8747,0.8676,0.8606,0.8536,0.8465,0.8395,0.8324,0.8254,0.8184,0.8113,0.8043,0.7972,0.7902,0.7832,0.7761,0.7691,0.762,0.755,0.7479,0.7402,0.7319,0.723,0.7134,0.7031,0.6923,0.6808,0.6687,0.6559,0.6425,0.6285,0.6138,0.5985,0.5825,0.566,0.5488,0.5309,0.5124,0.4933,0.4735,0.4531,0.4321,0.4104,0.3881,0.3652,0.3416,0.3174,0.2926,0.2671,0.2409,0.2142,0.1868
M5kmRoad,5kmRoad,5,779,0.6062,0.6602,0.7102,0.7562,0.7982,0.8362,0.8702,0.9002,0.9262,0.9482,0.9662,0.9802,0.9922,0.9996,1,1,1,1,1,1,1,1,1,0.9997,0.9987,0.997,0.9947,0.9918,0.9882,0.9839,0.979,0.9734,0.9672,0.9605,0.9538,0.9471,0.9404,0.9337,0.927,0.9203,0.9136,0.9069,0.9002,0.8935,0.8868,0.8801,0.8734,0.8667,0.86,0.8533,0.8466,0.8399,0.8332,0.8265,0.8198,0.8131,0.8064,0.7997,0.793,0.7863,0.7796,0.7729,0.7662,0.7592,0.7515,0.7433,0.7344,0.7249,0.7147,0.704,0.6926,0.6806,0.668,0.6547,0.6408,0.6263,0.6112,0.5955,0.5791,0.5621,0.5445,0.5262,0.5074,0.4879,0.4678,0.447,0.4257,0.4037,0.3811,0.3578,0.334,0.3095,0.2844,0.2586,0.2323,0.2053
M5km,5km,5,757,0.6526,0.6899,0.725,0.7579,0.7886,0.8171,0.8434,0.8675,0.8894,0.9091,0.9266,0.9419,0.955,0.967,0.979,0.9893,0.9961,0.9996,1,1,1,1,1,0.9999,0.9991,0.9975,0.9952,0.9922,0.9885,0.984,0.9788,0.9729,0.9662,0.9592,0.9521,0.9451,0.938,0.931,0.924,0.9169,0.9099,0.9028,0.8958,0.8888,0.8817,0.8747,0.8676,0.8606,0.8536,0.8465,0.8395,0.8324,0.8254,0.8184,0.8113,0.8043,0.7972,0.7902,0.7832,0.7761,0.7691,0.762,0.755,0.7479,0.7402,0.7319,0.723,0.7134,0.7031,0.6923,0.6808,0.6687,0.6559,0.6425,0.6285,0.6138,0.5985,0.5825,0.566,0.5488,0.5309,0.5124,0.4933,0.4735,0.4531,0.4321,0.4104,0.3881,0.3652,0.3416,0.3174,0.2926,0.2671,0.2409,0.2142,0.1868
M6kmRoad,6kmRoad,6,942,0.6056,0.6596,0.7096,0.7556,0.7976,0.8356,0.8696,0.8996,0.9256,0.9476,0.9656,0.9796,0.9916,0.9993,1,1,1,1,1,1,1,1,1,1,0.9995,0.9983,0.9965,0.994,0.9908,0.987,0.9824,0.9773,0.9714,0.9649,0.958,0.9511,0.9442,0.9373,0.9304,0.9235,0.9166,0.9096,0.9027,0.8958,0.8889,0.882,0.8751,0.8682,0.8613,0.8544,0.8475,0.8406,0.8337,0.8268,0.8199,0.813,0.8061,0.7992,0.7923,0.7854,0.7785,0.7715,0.7646,0.7577,0.7501,0.7419,0.7331,0.7237,0.7136,0.7028,0.6915,0.6795,0.6668,0.6535,0.6396,0.625,0.6098,0.594,0.5775,0.5604,0.5427,0.5243,0.5052,0.4856,0.4653,0.4443,0.4228,0.4005,0.3777,0.3542,0.3301,0.3053,0.2799,0.2538,0.2272,0.1998
M6km,6km,6,919,0.6526,0.6899,0.725,0.7579,0.7886,0.8171,0.8434,0.8675,0.8894,0.9091,0.9266,0.9419,0.955,0.967,0.979,0.9893,0.9961,0.9996,1,1,1,1,1,0.9999,0.9991,0.9975,0.9952,0.9922,0.9885,0.984,0.9788,0.9729,0.9662,0.9592,0.9521,0.9451,0.938,0.931,0.924,0.9169,0.9099,0.9028,0.8958,0.8888,0.8817,0.8747,0.8676,0.8606,0.8536,0.8465,0.8395,0.8324,0.8254,0.8184,0.8113,0.8043,0.7972,0.7902,0.7832,0.7761,0.7691,0.762,0.755,0.7479,0.7402,0.7319,0.723,0.7134,0.7031,0.6923,0.6808,0.6687,0.6559,0.6425,0.6285,0.6138,0.5985,0.5825,0.566,0.5488,0.5309,0.5124,0.4933,0.4735,0.4531,0.4321,0.4104,0.3881,0.3652,0.3416,0.3174,0.2926,0.2671,0.2409,0.2142,0.1868
M4MileRoad,4MileRoad,6.437376,1014,0.6056,0.6596,0.7096,0.7556,0.7976,0.8356,0.8696,0.8996,0.9256,0.9476,0.9656,0.9796,0.9916,0.9993,1,1,1,1,1,1,1,1,1,1,0.9997,0.9987,0.9971,0.9948,0.9918,0.9881,0.9837,0.9787,0.973,0.9666,0.9597,0.9527,0.9457,0.9387,0.9318,0.9248,0.9178,0.9108,0.9038,0.8968,0.8899,0.8829,0.8759,0.8689,0.8619,0.8549,0.8479,0.841,0.834,0.827,0.82,0.813,0.806,0.7991,0.7921,0.7851,0.7781,0.7711,0.7641,0.7571,0.7495,0.7412,0.7323,0.7228,0.7126,0.7018,0.6903,0.6782,0.6655,0.6521,0.6381,0.6235,0.6082,0.5923,0.5758,0.5586,0.5407,0.5223,0.5032,0.4834,0.463,0.442,0.4204,0.3981,0.3751,0.3516,0.3273,0.3025,0.277,0.2509,0.2241,0.1967
M4Mile,4Mile,6.436,990,0.6526,0.6899,0.725,0.7579,0.7886,0.8171,0.8434,0.8675,0.8894,0.9091,0.9266,0.9419,0.955,0.967,0.979,0.9893,0.9961,0.9996,1,1,1,1,1,0.9999,0.9991,0.9975,0.9952,0.9922,0.9885,0.984,0.9788,0.9729,0.9662,0.9592,0.9521,0.9451,0.938,0.931,0.924,0.9169,0.9099,0.9028,0.8958,0.8888,0.8817,0.8747,0.8676,0.8606,0.8536,0.8465,0.8395,0.8324,0.8254,0.8184,0.8113,0.8043,0.7972,0.7902,0.7832,0.7761,0.7691,0.762,0.755,0.7479,0.7402,0.7319,0.723,0.7134,0.7031,0.6923,0.6808,0.6687,0.6559,0.6425,0.6285,0.6138,0.5985,0.5825,0.566,0.5488,0.5309,0.5124,0.4933,0.4735,0.4531,0.4321,0.4104,0.3881,0.3652,0.3416,0.3174,0.2926,0.2671,0.2409,0.2142,0.1868
M8kmRoad,8kmRoad,8,1272,0.6056,0.6596,0.7096,0.7556,0.7976,0.8356,0.8696,0.8996,0.9256,0.9476,0.9656,0.9796,0.9916,0.9993,1,1,1,1,1,1,1,1,1,1,1,0.9996,0.9986,0.9968,0.9944,0.9913,0.9874,0.9829,0.9777,0.9719,0.9653,0.9581,0.9509,0.9436,0.9364,0.9292,0.922,0.9147,0.9075,0.9003,0.893,0.8858,0.8786,0.8714,0.8641,0.8569,0.8497,0.8424,0.8352,0.828,0.8208,0.8135,0.8063,0.7991,0.7918,0.7846,0.7774,0.7702,0.7629,0.7557,0.7482,0.7401,0.7314,0.722,0.7119,0.7012,0.6899,0.6779,0.6653,0.652,0.638,0.6235,0.6082,0.5923,0.5758,0.5586,0.5408,0.5223,0.5032,0.4835,0.463,0.442,0.4203,0.3979,0.3749,0.3512,0.3269,0.302,0.2764,0.2501,0.2232,0.1957
M8km,8km,8,1247,0.6526,0.6899,0.725,0.7579,0.7886,0.8171,0.8434,0.8675,0.8894,0.9091,0.9266,0.9419,0.955,0.967,0.979,0.9893,0.9961,0.9996,1,1,1,1,1,0.9999,0.9991,0.9975,0.9952,0.9922,0.9885,0.984,0.9788,0.9729,0.9662,0.9592,0.9521,0.9451,0.938,0.931,0.924,0.9169,0.9099,0.9028,0.8958,0.8888,0.8817,0.8747,0.8676,0.8606,0.8536,0.8465,0.8395,0.8324,0.8254,0.8184,0.8113,0.8043,0.7972,0.7902,0.7832,0.7761,0.7691,0.762,0.755,0.7479,0.7402,0.7319,0.723,0.7134,0.7031,0.6923,0.6808,0.6687,0.6559,0.6425,0.6285,0.6138,0.5985,0.5825,0.566,0.5488,0.5309,0.5124,0.4933,0.4735,0.4531,0.4321,0.4104,0.3881,0.3652,0.3416,0.3174,0.2926,0.2671,0.2409,0.2142,0.1868
M5MileRoad,5MileRoad,8.04672,1279,0.6056,0.6596,0.7096,0.7556,0.7976,0.8356,0.8696,0.8996,0.9256,0.9476,0.9656,0.9796,0.9916,0.9993,1,1,1,1,1,1,1,1,1,1,1,0.9996,0.9986,0.9969,0.9944,0.9913,0.9875,0.983,0.9778,0.972,0.9654,0.9582,0.951,0.9438,0.9365,0.9293,0.9221,0.9148,0.9076,0.9004,0.8931,0.8859,0.8787,0.8714,0.8642,0.8569,0.8497,0.8425,0.8352,0.828,0.8208,0.8135,0.8063,0.7991,0.7918,0.7846,0.7774,0.7701,0.7629,0.7557,0.7482,0.7401,0.7314,0.722,0.7119,0.7012,0.6899,0.6779,0.6653,0.652,0.638,0.6235,0.6082,0.5924,0.5758,0.5587,0.5409,0.5224,0.5033,0.4835,0.4631,0.442,0.4203,0.398,0.375,0.3513,0.327,0.3021,0.2765,0.2502,0.2234,0.1958
M5Mile,5Mile,8.045,1255,0.6526,0.6899,0.725,0.7579,0.7886,0.8171,0.8434,0.8675,0.8894,0.9091,0.9266,0.9419,0.955,0.967,0.979,0.9893,0.9961,0.9996,1,1,1,1,1,0.9999,0.9991,0.9975,0.9952,0.9922,0.9885,0.984,0.9788,0.9729,0.9662,0.9592,0.9521,0.9451,0.938,0.931,0.924,0.9169,0.9099,0.9028,0.8958,0.8888,0.8817,0.8747,0.8676,0.8606,0.8536,0.8465,0.8395,0.8324,0.8254,0.8184,0.8113,0.8043,0.7972,0.7902,0.7832,0.7761,0.7691,0.762,0.755,0.7479,0.7402,0.7319,0.723,0.7134,0.7031,0.6923,0.6808,0.6687,0.6559,0.6425,0.6285,0.6138,0.5985,0.5825,0.566,0.5488,0.5309,0.5124,0.4933,0.4735,0.4531,0.4321,0.4104,0.3881,0.3652,0.3416,0.3174,0.2926,0.2671,0.2409,0.2142,0.1868
M10kmRoad,10kmRoad,10,1603,0.6056,0.6596,0.7096,0.7556,0.7976,0.8356,0.8696,0.8996,0.9256,0.9476,0.9656,0.9796,0.9916,0.9993,1,1,1,1,1,1,1,1,1,1,1,1,0.9996,0.9984,0.9966,0.9941,0.9908,0.9869,0.9822,0.9769,0.9708,0.964,0.9566,0.9491,0.9417,0.9342,0.9267,0.9192,0.9117,0.9043,0.8968,0.8893,0.8818,0.8743,0.8669,0.8594,0.8519,0.8444,0.8369,0.8295,0.822,0.8145,0.807,0.7995,0.7921,0.7846,0.7771,0.7696,0.7621,0.7547,0.7471,0.7391,0.7305,0.7211,0.7112,0.7005,0.6892,0.6772,0.6646,0.6513,0.6374,0.6228,0.6075,0.5916,0.575,0.5577,0.5398,0.5213,0.502,0.4821,0.4616,0.4404,0.4185,0.396,0.3728,0.3489,0.3244,0.2993,0.2734,0.247,0.2198,0.192
